"","week_canton","aedes_aegypti","criaderos_de_mosquito","dengue","fiebre","plaquetas","buscar_trabajo","desempleo","empleo","comprar_carro","préstamo","tiquetes_avion","vacaciones","corte_agua","corte_de_agua","suspension_de_agua"
"1264","2021-27-216",0,0,0,0,0,0,0,59.56,0,0,0,0,0,0,0
"1265","2021-28-201",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1266","2021-28-202",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1267","2021-28-203",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1268","2021-28-204",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1269","2021-28-205",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1270","2021-28-206",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1271","2021-28-207",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1272","2021-28-208",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1273","2021-28-209",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1274","2021-28-210",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1275","2021-28-211",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1276","2021-28-212",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1277","2021-28-213",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1278","2021-28-214",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1279","2021-28-215",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1280","2021-28-216",0,0,0,0,0,0,0,46.91,0,0,0,0,0,0,0
"1281","2021-29-201",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1282","2021-29-202",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1283","2021-29-203",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1284","2021-29-204",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1285","2021-29-205",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1286","2021-29-206",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1287","2021-29-207",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1288","2021-29-208",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1289","2021-29-209",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1290","2021-29-210",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1291","2021-29-211",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1292","2021-29-212",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1293","2021-29-213",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1294","2021-29-214",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1295","2021-29-215",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1296","2021-29-216",0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0
"1297","2021-30-201",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1298","2021-30-202",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1299","2021-30-203",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1300","2021-30-204",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1301","2021-30-205",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1302","2021-30-206",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1303","2021-30-207",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1304","2021-30-208",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1305","2021-30-209",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1306","2021-30-210",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1307","2021-30-211",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1308","2021-30-212",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1309","2021-30-213",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1310","2021-30-214",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1311","2021-30-215",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1312","2021-30-216",0,0,0,0,0,0,0,60.31,0,0,0,0,0,0,0
"1313","2021-31-201",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1314","2021-31-202",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1315","2021-31-203",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1316","2021-31-204",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1317","2021-31-205",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1318","2021-31-206",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1319","2021-31-207",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1320","2021-31-208",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1321","2021-31-209",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1322","2021-31-210",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1323","2021-31-211",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1324","2021-31-212",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1325","2021-31-213",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1326","2021-31-214",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1327","2021-31-215",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1328","2021-31-216",0,0,0,0,0,0,0,38.72,0,0,0,0,0,0,0
"1329","2021-32-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1330","2021-32-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1331","2021-32-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1332","2021-32-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1333","2021-32-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1334","2021-32-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1335","2021-32-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1336","2021-32-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1337","2021-32-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1338","2021-32-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1339","2021-32-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1340","2021-32-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1341","2021-32-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1342","2021-32-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1343","2021-32-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1344","2021-32-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1345","2021-33-201",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1346","2021-33-202",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1347","2021-33-203",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1348","2021-33-204",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1349","2021-33-205",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1350","2021-33-206",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1351","2021-33-207",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1352","2021-33-208",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1353","2021-33-209",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1354","2021-33-210",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1355","2021-33-211",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1356","2021-33-212",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1357","2021-33-213",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1358","2021-33-214",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1359","2021-33-215",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1360","2021-33-216",0,0,0,0,0,0,0,39.46,0,0,0,0,0,0,0
"1361","2021-34-201",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1362","2021-34-202",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1363","2021-34-203",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1364","2021-34-204",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1365","2021-34-205",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1366","2021-34-206",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1367","2021-34-207",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1368","2021-34-208",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1369","2021-34-209",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1370","2021-34-210",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1371","2021-34-211",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1372","2021-34-212",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1373","2021-34-213",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1374","2021-34-214",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1375","2021-34-215",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1376","2021-34-216",0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0
"1377","2021-35-201",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1378","2021-35-202",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1379","2021-35-203",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1380","2021-35-204",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1381","2021-35-205",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1382","2021-35-206",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1383","2021-35-207",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1384","2021-35-208",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1385","2021-35-209",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1386","2021-35-210",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1387","2021-35-211",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1388","2021-35-212",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1389","2021-35-213",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1390","2021-35-214",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1391","2021-35-215",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1392","2021-35-216",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1393","2021-36-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1394","2021-36-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1395","2021-36-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1396","2021-36-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1397","2021-36-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1398","2021-36-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1399","2021-36-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1400","2021-36-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1401","2021-36-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1402","2021-36-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1403","2021-36-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1404","2021-36-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1405","2021-36-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1406","2021-36-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1407","2021-36-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1408","2021-36-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1409","2021-37-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1410","2021-37-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1411","2021-37-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1412","2021-37-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1413","2021-37-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1414","2021-37-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1415","2021-37-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1416","2021-37-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1417","2021-37-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1418","2021-37-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1419","2021-37-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1420","2021-37-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1421","2021-37-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1422","2021-37-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1423","2021-37-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1424","2021-37-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1425","2021-38-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1426","2021-38-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1427","2021-38-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1428","2021-38-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1429","2021-38-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1430","2021-38-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1431","2021-38-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1432","2021-38-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1433","2021-38-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1434","2021-38-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1435","2021-38-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1436","2021-38-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1437","2021-38-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1438","2021-38-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1439","2021-38-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1440","2021-38-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1441","2021-39-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1442","2021-39-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1443","2021-39-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1444","2021-39-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1445","2021-39-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1446","2021-39-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1447","2021-39-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1448","2021-39-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1449","2021-39-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1450","2021-39-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1451","2021-39-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1452","2021-39-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1453","2021-39-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1454","2021-39-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1455","2021-39-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1456","2021-39-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1457","2021-40-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1458","2021-40-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1459","2021-40-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1460","2021-40-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1461","2021-40-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1462","2021-40-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1463","2021-40-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1464","2021-40-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1465","2021-40-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1466","2021-40-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1467","2021-40-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1468","2021-40-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1469","2021-40-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1470","2021-40-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1471","2021-40-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1472","2021-40-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1473","2021-41-201",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1474","2021-41-202",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1475","2021-41-203",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1476","2021-41-204",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1477","2021-41-205",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1478","2021-41-206",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1479","2021-41-207",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1480","2021-41-208",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1481","2021-41-209",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1482","2021-41-210",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1483","2021-41-211",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1484","2021-41-212",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1485","2021-41-213",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1486","2021-41-214",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1487","2021-41-215",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1488","2021-41-216",0,0,0,0,0,0,0,74.45,0,0,0,0,0,0,0
"1489","2021-42-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1490","2021-42-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1491","2021-42-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1492","2021-42-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1493","2021-42-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1494","2021-42-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1495","2021-42-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1496","2021-42-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1497","2021-42-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1498","2021-42-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1499","2021-42-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1500","2021-42-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1501","2021-42-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1502","2021-42-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503","2021-42-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1504","2021-42-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1505","2021-43-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1506","2021-43-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1507","2021-43-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1508","2021-43-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1509","2021-43-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1510","2021-43-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1511","2021-43-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1512","2021-43-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1513","2021-43-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1514","2021-43-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1515","2021-43-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516","2021-43-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1517","2021-43-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1518","2021-43-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1519","2021-43-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1520","2021-43-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1521","2021-44-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1522","2021-44-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1523","2021-44-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1524","2021-44-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1525","2021-44-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1526","2021-44-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1527","2021-44-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1528","2021-44-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1529","2021-44-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1530","2021-44-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1531","2021-44-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1532","2021-44-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1533","2021-44-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1534","2021-44-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1535","2021-44-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1536","2021-44-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1537","2021-45-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1538","2021-45-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1539","2021-45-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1540","2021-45-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1541","2021-45-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1542","2021-45-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1543","2021-45-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1544","2021-45-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1545","2021-45-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546","2021-45-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1547","2021-45-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1548","2021-45-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1549","2021-45-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1550","2021-45-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1551","2021-45-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1552","2021-45-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1553","2021-46-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1554","2021-46-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1555","2021-46-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1556","2021-46-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1557","2021-46-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1558","2021-46-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1559","2021-46-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1560","2021-46-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561","2021-46-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1562","2021-46-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1563","2021-46-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1564","2021-46-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565","2021-46-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1566","2021-46-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1567","2021-46-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1568","2021-46-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1569","2021-47-201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1570","2021-47-202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1571","2021-47-203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1572","2021-47-204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1573","2021-47-205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1574","2021-47-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1575","2021-47-207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1576","2021-47-208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1577","2021-47-209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1578","2021-47-210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1579","2021-47-211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1580","2021-47-212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1581","2021-47-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1582","2021-47-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1583","2021-47-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1584","2021-47-216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1585","2021-48-201",0,0,0,0,0,0,0,0,0,0,0,58.41,0,0,0
"1586","2021-48-202",0,0,0,0,0,0,0,0,0,0,0,58.41,0,0,0
"1587","2021-48-203",0,0,0,0,0,0,0,0,0,0,0,58.41,0,0,0
"1588","2021-48-204",0,0,0,0,0,0,0,0,0,0,0,58.41,0,0,0
"1589","2021-48-205",0,0,0,0,0,0,0,0,0,0,0,58.41,0,0,0
"1590","2021-48-206",0,0,0,0,0,0,0,0,0,0,0,58.41,0,0,0
"1591","2021-48-207",0,0,0,0,0,0,0,0,0,0,0,58.41,0,0,0
"1592","2021-48-208",0,0,0,0,0,0,0,0,0,0,0,58.41,0,0,0
"1593","2021-48-209",0,0,0,0,0,0,0,0,0,0,0,58.41,0,0,0
"1594","2021-48-210",0,0,0,0,0,0,0,0,0,0,0,58.41,0,0,0
"1595","2021-48-211",0,0,0,0,0,0,0,0,0,0,0,58.41,0,0,0
